Date,Time,Temp[C],pH ,pH[mV],ORP[mV],EC[muS per cm],EC Abs.[muS per cm],RES[Ohm-cm],TDS[ppm],Sal.[psu],Sigma T,Press[psi],D.O.[percent],D.O.[ppm],Turb[FNU],Ni[ppm],Ni[mV],Am[ppm],Am[mV],CHL-a [RFU],CDOM [RFU],Tryptophan [RFU],CHL-a (mg per m3),CDOM (ppb),Tryptophan (ppb),GPS Lat.,GPS Long.
15/04/18,9:38:16,26.83,7.22,-26.9,-314.9,1703,1762,587,851,0.86,0,14.482,0,0,33.7,,,,,960.8,4266.8,305.48,3.04,228.12,82.61,28.62759,77.2545
15/04/18,9:38:26,26.93,7.22,-27,-313.1,1703,1765,587,851,0.86,0,14.486,0,0,33.9,,,,,988.8,4255.2,306.12,3.13,227.69,82.63,28.62761,77.25435
15/04/18,9:38:36,26.79,7.21,-26.6,-311.4,1592,1646,628,796,0.8,0,14.486,0,0,36.6,,,,,992,4271.6,294.28,3.14,228.29,82.2,28.62753,77.25425
15/04/18,9:38:46,26.71,7.21,-26.4,-309.1,1640,1694,610,820,0.82,0,14.486,0,0,35.3,,,,,983.6,4275.2,307.88,3.11,228.43,82.7,28.62743,77.25435
15/04/18,9:38:56,26.92,7.21,-26.3,-307.7,1704,1766,587,852,0.86,0,14.485,0,0,34,,,,,1000.8,4251.2,300.12,3.17,227.55,82.41,28.62754,77.25444
15/04/18,9:39:06,26.93,7.21,-26.4,-306.3,1699,1762,589,850,0.85,0,14.485,0,0,33.8,,,,,1004.4,4237.2,296.88,3.18,227.03,82.29,28.62764,77.25441
15/04/18,9:39:16,26.91,7.21,-26.4,-305.8,1676,1737,597,838,0.84,0,14.484,0,0,34.7,,,,,1000.4,4193.6,297.4,3.17,225.43,82.31,28.62768,77.2544
15/04/18,9:39:26,26.89,7.21,-26.5,-304.9,1680,1741,595,840,0.84,0,14.488,0,0,35,,,,,1015.2,4244.4,296.48,3.22,227.3,82.28,28.6277,77.25441
15/04/18,9:39:36,26.92,7.21,-26.6,-303.9,1682,1743,595,841,0.84,0,14.488,0,0,35,,,,,1015.2,4230.8,290.72,3.22,226.8,82.07,28.6277,77.25441
15/04/18,9:39:46,26.92,7.21,-26.6,-303.2,1689,1751,592,844,0.85,0,14.489,0,0,34.9,,,,,961.6,4242.4,297.72,3.04,227.22,82.33,28.62771,77.25443
15/04/18,9:39:56,26.91,7.21,-26.7,-303.1,1667,1727,600,833,0.84,0,14.487,0,0,34.7,,,,,991.2,4232.4,299.4,3.14,226.85,82.39,28.62771,77.2544
15/04/18,9:40:06,26.91,7.21,-26.7,-303,1675,1735,597,837,0.84,0,14.487,0,0,35,,,,,1060.8,4212,291.88,3.37,226.11,82.11,28.6277,77.2544
15/04/18,9:40:16,26.92,7.21,-26.7,-303,1688,1749,592,844,0.85,0,14.489,0,0,35.6,,,,,1024.8,4202.8,292.96,3.25,225.77,82.15,28.62766,77.2544
15/04/18,9:40:26,26.92,7.22,-26.9,-302.3,1683,1745,594,842,0.85,0,14.491,0,0,34.8,,,,,1008,4199.6,292.12,3.2,225.65,82.12,28.62766,77.2544
15/04/18,9:40:36,26.92,7.22,-26.9,-301.9,1686,1747,593,843,0.85,0,14.492,0,0,35.1,,,,,,,,,,,28.62763,77.25441
15/04/18,9:40:46,26.92,7.22,-26.9,-302,1687,1749,593,844,0.85,0,14.49,0,0,36.4,,,,,,,,,,,28.62763,77.25441
15/04/18,9:40:56,26.92,7.22,-26.9,-301.4,1689,1751,592,845,0.85,0,14.491,0,0,33.9,,,,,,,,,,,28.62754,77.25443
15/04/18,9:41:06,26.92,7.22,-27.1,-298.7,1671,1732,598,835,0.84,0,14.494,0,0,34.4,,,,,,,,,,,28.62737,77.25443
15/04/18,9:41:16,26.79,7.22,-27.1,-297.3,1651,1707,606,826,0.83,0,14.494,0,0,34.8,,,,,,,,,,,28.62719,77.25429
15/04/18,9:41:26,26.59,7.22,-27.2,-295.8,1610,1659,621,805,0.81,0,14.495,0,0,36.4,,,,,,,,,,,28.62703,77.25416
15/04/18,9:41:36,26.54,7.22,-27.3,-295.3,1603,1650,624,802,0.8,0,14.496,0,0,36.9,,,,,,,,,,,28.62686,77.25405
15/04/18,9:41:46,26.59,7.22,-27.2,-296.4,1614,1663,620,807,0.81,0,14.495,0,0,36.3,,,,,,,,,,,28.62676,77.254
15/04/18,9:41:56,26.63,7.22,-27.2,-298.1,1625,1675,615,812,0.82,0,14.496,0,0,35.9,,,,,,,,,,,28.62655,77.25391
15/04/18,9:42:06,26.62,7.22,-27.2,-298.3,1628,1678,614,814,0.82,0,14.499,0,0,36,,,,,,,,,,,28.62637,77.25386
15/04/18,9:42:16,26.67,7.23,-27.4,-296.6,1639,1691,610,819,0.82,0,14.499,0,0,35.8,,,,,,,,,,,28.62627,77.25382
15/04/18,9:42:26,26.74,7.23,-27.4,-295.2,1651,1705,606,825,0.83,0,14.497,0,0,35.1,,,,,,,,,,,28.62605,77.25375
15/04/18,9:42:36,26.74,7.23,-27.6,-293.6,1650,1704,606,825,0.83,0,14.496,0,0,35.3,,,,,,,,,,,28.62582,77.25368
15/04/18,9:42:46,26.77,7.24,-28,-293.3,1660,1716,602,830,0.83,0,14.498,0,0,34.9,,,,,,,,,,,28.62571,77.25368
15/04/18,9:42:56,26.78,7.25,-28.6,-291.4,1655,1711,604,827,0.83,0,14.5,0,0,34.9,,,,,,,,,,,28.62571,77.25368
15/04/18,9:43:06,26.77,7.24,-28.3,-294.7,1657,1712,604,828,0.83,0,14.499,0,0,35.1,,,,,,,,,,,28.62571,77.25368
15/04/18,9:43:16,26.81,7.24,-28.2,-298.4,1664,1721,601,832,0.84,0,14.5,0,0,34.8,,,,,,,,,,,28.62571,77.25368
15/04/18,9:43:26,26.83,7.24,-28.4,-301.4,1665,1723,601,832,0.84,0,14.499,0,0,34.8,,,,,,,,,,,28.62571,77.25368
15/04/18,9:43:36,26.82,7.25,-28.7,-303.7,1672,1730,598,836,0.84,0,14.5,0,0,34.6,,,,,,,,,,,28.62571,77.25368
15/04/18,9:43:46,26.86,7.25,-28.9,-305.7,1677,1736,596,838,0.84,0,14.5,0,0,34.7,,,,,,,,,,,28.62571,77.25368
15/04/18,9:43:56,26.87,7.26,-29.4,-307.6,1676,1736,597,838,0.84,0,14.502,0,0,34.8,,,,,,,,,,,28.62436,77.25358
15/04/18,9:44:06,26.86,7.28,-30.2,-308.3,1669,1728,599,835,0.84,0,14.504,0,0,34.9,,,,,,,,,,,28.62415,77.25364
15/04/18,9:44:16,26.88,7.28,-30.7,-309.9,1678,1738,596,839,0.84,0,14.503,0,0,34.6,,,,,,,,,,,28.62395,77.25373
15/04/18,9:44:26,26.88,7.29,-30.9,-311.4,1681,1741,595,840,0.84,0,14.504,0,0,34.7,,,,,,,,,,,28.62378,77.25382
15/04/18,9:44:36,26.87,7.29,-31.1,-313.1,1679,1739,596,840,0.84,0,14.505,0,0,34.9,,,,,,,,,,,28.62361,77.25395
15/04/18,9:44:46,26.88,7.29,-31.4,-314.8,1679,1739,596,839,0.84,0,14.504,0,0,34.5,,,,,1291.6,4093.2,312,4.16,221.74,82.85,28.62346,77.25405
15/04/18,9:44:56,26.86,7.29,-31.3,-316,1679,1738,596,840,0.84,0,14.506,0,0,34.9,,,,,1199.2,4110,288.24,3.84,222.36,81.98,28.6233,77.25414
15/04/18,9:45:06,26.92,7.3,-31.3,-317.2,1679,1740,596,839,0.84,0,14.506,0,0,34.6,,,,,1150,4091.6,292.6,3.68,221.68,82.14,28.62313,77.25425
15/04/18,9:45:16,26.98,7.29,-31.2,-318.6,1682,1745,595,841,0.84,0,14.507,0,0,34.8,,,,,1183.6,4111.2,289.04,3.79,222.4,82.01,28.62292,77.25432
15/04/18,9:45:26,26.99,7.29,-30.9,-318.9,1692,1756,591,846,0.85,0,14.507,0,0,35.1,,,,,1446,4038,287.56,4.68,219.71,81.95,28.62274,77.2544
15/04/18,9:45:36,27.42,7.28,-30.3,-317.1,1701,1779,588,850,0.85,0,14.507,0,0,35.1,,,,,1513.6,4027.2,283.68,4.91,219.32,81.81,28.62255,77.25445
15/04/18,9:45:46,27.65,7.28,-30.4,-312.9,1700,1786,588,850,0.85,0,14.508,0,0,35,,,,,1340,3992.8,278.56,4.32,218.05,81.62,28.62232,77.25451
15/04/18,9:45:56,27.53,7.29,-30.8,-305.4,1702,1784,588,851,0.85,0,14.507,0,0,35.4,,,,,1416,4058.4,297.52,4.58,220.46,82.32,28.62212,77.25456
15/04/18,9:46:06,27.05,7.28,-30.6,-299.2,1708,1775,585,854,0.86,0,14.508,0,0,34.8,,,,,1493.2,4114,284.96,4.84,222.51,81.86,28.62199,77.25456
15/04/18,9:46:16,27.42,7.28,-30.5,-294.2,1717,1796,582,859,0.86,0,14.508,0,0,35.6,,,,,1205.2,4144.8,293.48,3.86,223.64,82.17,28.62191,77.25453
15/04/18,9:46:26,27.58,7.28,-30.5,-290.2,1719,1803,582,859,0.86,0,14.508,0,0,35.3,,,,,1357.2,4014,293.12,4.38,218.83,82.16,28.62182,77.25452
15/04/18,9:46:36,27.27,7.27,-29.8,-287.6,1716,1790,583,858,0.86,0,14.51,0,0,34.5,,,,,1248.8,3778,290.2,4.01,210.16,82.05,28.62172,77.25452
15/04/18,9:46:46,27.48,7.28,-30.2,-285.7,1724,1806,580,862,0.87,0,14.51,0,0,34.9,,,,,1378.8,3847.6,285.64,4.45,212.72,81.88,28.62162,77.25452
15/04/18,9:46:56,28.04,7.26,-29.2,-284.1,1722,1821,581,861,0.86,0,14.511,0,0,34.6,,,,,1370.4,3838.4,278.84,4.42,212.38,81.63,28.62155,77.25452
15/04/18,9:47:06,28.42,7.26,-29.4,-284.4,1710,1821,585,855,0.86,0,14.512,0,0,35.1,,,,,1476.8,3705.6,282.36,4.78,207.5,81.76,28.62148,77.25452
15/04/18,9:47:16,28.44,7.27,-29.8,-284.4,1709,1821,585,854,0.86,0,14.512,0,0,35.4,,,,,1456.8,3802.4,298.84,4.72,211.06,82.37,28.62145,77.25453
15/04/18,9:47:26,28.44,7.26,-29.3,-284.4,1709,1821,585,855,0.86,0,14.512,0,0,35.7,,,,,1361.6,3670.4,291.04,4.39,206.21,82.08,28.62141,77.25453
15/04/18,9:47:36,28.17,7.26,-29.1,-284.2,1709,1812,585,854,0.86,0,14.514,0,0,35.5,,,,,1246.8,3952.8,299.44,4.01,216.58,82.39,28.62136,77.25453
15/04/18,9:47:46,27.75,7.25,-28.9,-284.5,1711,1800,584,855,0.86,0,14.514,0,0,36.2,,,,,1407.6,3934,294,4.55,215.89,82.19,28.62132,77.25453
15/04/18,9:47:56,27.61,7.25,-28.7,-285.4,1706,1790,586,853,0.86,0,14.513,0,0,35.7,,,,,1281.2,3953.2,302.72,4.12,216.6,82.51,28.62129,77.25452
15/04/18,9:48:06,27.41,7.24,-28.3,-285,1723,1802,580,862,0.87,0,14.514,0,0,35,,,,,1244.4,3961.6,307.24,4,216.91,82.67,28.62126,77.25452
15/04/18,9:48:16,27.72,7.24,-28,-285.9,1720,1809,581,860,0.86,0,14.514,0,0,34.9,,,,,1219.6,3985.6,301,3.91,217.79,82.45,28.62122,77.25452
15/04/18,9:48:26,27.48,7.23,-27.8,-286.5,1730,1811,578,865,0.87,0,14.516,0,0,34.8,,,,,1270,4032.8,301.04,4.08,219.52,82.45,28.62118,77.25452
15/04/18,9:48:36,28.14,7.23,-27.7,-286.9,1717,1820,582,859,0.86,0,14.515,0,0,35.3,,,,,1370.4,4088.8,306.84,4.42,221.58,82.66,28.62109,77.25456
15/04/18,9:48:46,28.06,7.23,-27.7,-286.7,1721,1821,581,861,0.86,0,14.516,0,0,35.6,,,,,1290.8,4068.8,299.2,4.15,220.85,82.38,28.62109,77.25456
15/04/18,9:48:56,27.38,7.23,-27.6,-286.8,1722,1800,581,861,0.87,0,14.514,0,0,35.3,,,,,1306.4,4097.6,297.6,4.21,221.9,82.32,28.62063,77.2546
15/04/18,9:49:06,27.23,7.23,-27.4,-289.7,1709,1782,585,855,0.86,0,14.515,0,0,35.8,,,,,1278,4003.2,290.56,4.11,218.44,82.06,28.62041,77.25467
15/04/18,9:49:16,27.64,7.22,-27.3,-292.4,1719,1806,582,860,0.86,0,14.514,0,0,35.5,,,,,1759.6,3783.6,292.6,5.74,210.37,82.14,28.62029,77.25469
15/04/18,9:49:26,27.14,7.23,-27.5,-294.7,1701,1770,588,850,0.85,0,14.514,0,0,34.7,,,,,1461.6,3986.4,291.64,4.73,217.82,82.1,28.62001,77.25473
15/04/18,9:49:36,27.21,7.23,-27.4,-295.3,1700,1771,588,850,0.85,0,14.517,0,0,36.7,,,,,2030.4,3960.4,291.36,6.66,216.86,82.09,28.61974,77.25477
15/04/18,9:49:46,27.26,7.22,-27.1,-296.7,1588,1656,630,794,0.79,0,14.516,0,0,36.5,,,,,2162.4,3808,299.72,7.11,211.27,82.4,28.61964,77.25482
15/04/18,9:49:56,27.34,7.23,-27.9,-298.2,1691,1766,591,845,0.85,0,14.515,0,0,36.5,,,,,3319.2,3991.2,279.92,11.03,218,81.67,28.61938,77.25491
15/04/18,9:50:06,27.39,7.23,-27.9,-299,1701,1779,588,851,0.85,0,14.517,0,0,36,,,,,3243.6,3978.8,298,10.77,217.54,82.34,28.61913,77.25498
15/04/18,9:50:16,27.39,7.26,-29.2,-298.9,1613,1686,620,806,0.81,0,14.517,0,0,39,,,,,1554,4060.8,296.48,5.05,220.55,82.28,28.61913,77.25498
15/04/18,9:50:26,27.17,7.26,-29.3,-294.9,1656,1724,604,828,0.83,0,14.519,0,0,41.9,,,,,2472.4,3927.6,292.4,8.16,215.66,82.13,28.61913,77.25498
15/04/18,9:50:36,26.84,7.25,-28.8,-294.2,1664,1722,601,832,0.84,0,14.52,0,0,40.2,,,,,2200,4146.4,297.12,7.23,223.7,82.3,28.61913,77.25498
15/04/18,9:50:46,26.78,7.27,-29.8,-297.7,1625,1680,615,812,0.82,0,14.52,0,0,42.1,,,,,2194,4086,300.52,7.21,221.48,82.43,28.61913,77.25498
15/04/18,9:50:56,26.7,7.26,-29.6,-300.7,1563,1614,640,782,0.78,0,14.52,0,0,47.8,,,,,1865.2,4224.8,304.64,6.1,226.58,82.58,28.61913,77.25498
15/04/18,9:51:06,26.7,7.26,-29.3,-302.9,1648,1701,607,824,0.83,0,14.52,0,0,42.3,,,,,1408.8,4249.2,304.28,4.55,227.47,82.57,28.6179,77.25547
15/04/18,9:51:16,26.67,7.27,-29.8,-305.4,1620,1671,617,810,0.81,0,14.52,0,0,40.9,,,,,1582,4253.2,306.8,5.14,227.62,82.66,28.6179,77.25547
15/04/18,9:51:26,26.58,7.27,-30.1,-307.3,1630,1679,613,815,0.82,0,14.521,0,0,40.6,,,,,1332.4,4254.4,303.92,4.3,227.66,82.55,28.6179,77.25547
15/04/18,9:51:36,26.61,7.27,-30.1,-309.1,1650,1700,606,825,0.83,0,14.521,0,0,37.8,,,,,2033.6,4237.2,294.48,6.67,227.03,82.21,28.61727,77.2556
15/04/18,9:51:46,26.64,7.28,-30.6,-310.6,1674,1726,597,837,0.84,0,14.52,0,0,36.7,,,,,1770,4106,299.48,5.78,222.21,82.39,28.61707,77.25565
15/04/18,9:51:56,26.99,7.28,-30.3,-310.4,1638,1700,611,819,0.82,0,14.52,0.8,0.06,40.3,,,,,1374.8,4154.8,298.2,4.44,224,82.34,28.61684,77.25569
15/04/18,9:52:06,27.12,7.26,-29.4,-310.3,1633,1699,612,817,0.82,0,14.519,1.9,0.15,42.2,,,,,1358.4,4260.8,292.92,4.38,227.9,82.15,28.61665,77.25573
15/04/18,9:52:16,27.31,7.26,-29.4,-310.4,1619,1690,618,810,0.81,0,14.521,1.1,0.09,44.6,,,,,1579.2,4236.8,301.2,5.13,227.02,82.45,28.61643,77.25576
15/04/18,9:52:26,28.12,7.26,-29.4,-310.5,1526,1617,655,763,0.76,0,14.523,0.7,0.06,45.5,,,,,1645.2,4117.6,292.8,5.35,222.64,82.14,28.61622,77.25581
15/04/18,9:52:36,27.53,7.26,-29.6,-310.2,1605,1682,623,803,0.8,0,14.523,0.9,0.07,46.2,,,,,2016.4,4192.4,299.88,6.61,225.39,82.4,28.61603,77.25584
15/04/18,9:52:46,27.93,7.26,-29.5,-309.3,1617,1707,618,808,0.81,0,14.522,1.1,0.08,46.2,,,,,2208,4188.4,298.04,7.26,225.24,82.34,28.6158,77.25588
15/04/18,9:52:56,28.56,7.26,-29.4,-308.9,1581,1688,633,791,0.79,0,14.527,1.2,0.09,46.8,,,,,1821.2,4258,300.04,5.95,227.8,82.41,28.61558,77.2559
15/04/18,9:53:06,28.65,7.26,-29.2,-308.7,1671,1787,598,836,0.84,0,14.525,1.8,0.13,47.3,,,,,2211.2,4218.4,300.84,7.27,226.34,82.44,28.61537,77.25595
15/04/18,9:53:16,28.48,7.25,-29,-308.7,1630,1738,613,815,0.82,0,14.526,0.7,0.05,44.7,,,,,2148.8,4201.6,295.08,7.06,225.72,82.23,28.61516,77.25601
15/04/18,9:53:26,27.5,7.26,-29.1,-309.3,1636,1714,611,818,0.82,0,14.524,0,0,41.2,,,,,2150.4,4075.6,297.28,7.07,221.1,82.31,28.61498,77.25608
15/04/18,9:53:36,27.79,7.26,-29.4,-309.7,1658,1746,603,829,0.83,0,14.524,0,0,39.4,,,,,2095.6,4238.8,298.88,6.88,227.09,82.37,28.61478,77.25614
15/04/18,9:53:46,27.87,7.26,-29.4,-310,1656,1746,604,828,0.83,0,14.524,0.3,0.03,40.2,,,,,2116.4,4240.8,302.64,6.95,227.16,82.51,28.61458,77.25615
15/04/18,9:53:56,27.88,7.26,-29.4,-310.5,1667,1758,600,833,0.84,0,14.524,0,0,38.9,,,,,1838,4214.8,297.8,6.01,226.21,82.33,28.61438,77.25616
15/04/18,9:54:06,27.44,7.26,-29.4,-310.6,1664,1742,601,832,0.84,0,14.526,0,0,40.2,,,,,1830,3954.4,280.28,5.98,216.64,81.68,28.61419,77.25618
15/04/18,9:54:16,27.1,7.26,-29.3,-311,1675,1742,597,837,0.84,0,14.528,0,0,35.8,,,,,1964.4,4162,294.24,6.44,224.27,82.2,28.61405,77.2562
15/04/18,9:54:26,26.89,7.26,-29.1,-311.3,1686,1746,593,843,0.85,0,14.528,0,0,34.9,,,,,1947.6,4220.8,300,6.38,226.43,82.41,28.61393,77.25622
15/04/18,9:54:36,27.22,7.26,-29.3,-311.7,1685,1756,593,842,0.85,0,14.528,0,0,35,,,,,2002,4221.6,299.12,6.56,226.46,82.38,28.61381,77.25632
15/04/18,9:54:46,27.33,7.26,-29.5,-313.3,1686,1760,593,843,0.85,0,14.528,0,0,35.3,,,,,1998,4212.8,294.6,6.55,226.14,82.21,28.61365,77.25642
15/04/18,9:54:56,26.69,7.26,-29.5,-314.5,1688,1742,592,844,0.85,0,14.528,0,0,35.6,,,,,1988.4,4222,299.44,6.52,226.47,82.39,28.61345,77.25649
15/04/18,9:55:06,26.79,7.27,-29.6,-315.9,1691,1748,591,845,0.85,0,14.525,0,0,36.2,,,,,1934.8,4214,301.16,6.34,226.18,82.45,28.61324,77.25656
15/04/18,9:55:16,26.78,7.27,-29.6,-317.1,1689,1747,592,845,0.85,0,14.528,0,0,36.8,,,,,2018,4204.8,299.56,6.62,225.84,82.39,28.61303,77.25662
